elapsed,OS,CPU,CPU_OS,RAM,RAM_OS,SWAP_OS,I/O_output,I/O_input,fps,frametime
0.001,Windows,0.0,75.0,37.953125,3285.87109375,822.1640625,0.0,0.0,NaN,NaN
1.002,Windows,0.0,25.1,38.21875,3315.16015625,822.0390625,0.0,0.0,NaN,NaN
2.003,Windows,53.1,19.6,63.3984375,3328.984375,822.0390625,0.0493736267089843,54.58234691619873,NaN,NaN
3.005,Windows,85.8,80.6,85.59765625,3429.375,822.0390625,0.0035619735717773,0.0286388397216796,NaN,NaN
4.006,Windows,98.3,48.5,107.8671875,3479.78515625,822.0390625,0.0002479553222656,1.9900588989257808,NaN,NaN
5.008,Windows,99.9,23.2,232.3828125,3579.140625,822.0390625,0.0015430450439453,39.95287990570069,NaN,NaN
6.009,Windows,76.5,14.1,748.30078125,4157.140625,822.0390625,0.0,437.071008682251,NaN,NaN
7.01,Windows,90.5,16.1,793.88671875,4145.5078125,822.0390625,0.0,118.3863649368286,NaN,NaN
8.011,Windows,98.3,15.6,814.640625,4149.21875,822.0390625,0.0,20.886717796325684,NaN,NaN
9.011,Windows,96.8,19.3,905.9921875,4227.79296875,822.0390625,0.0,26.90894889831543,NaN,NaN
10.012,Windows,73.4,14.8,989.98046875,4361.5234375,822.0390625,0.0,213.1714782714844,NaN,NaN
11.014,Windows,110.8,26.2,1021.56640625,4510.796875,822.0390625,0.0032711029052734,12.496742248535156,NaN,0.0
12.015,Windows,107.7,37.3,1026.328125,4525.640625,820.0390625,0.0,1.9365234375,NaN,0.0
13.016,Windows,101.5,31.0,1107.7890625,4599.4921875,819.9140625,0.0,2.796875,NaN,0.0
14.017,Windows,95.2,19.8,1165.8515625,4661.86328125,818.1640625,9.059906005859376e-05,54.96808338165283,NaN,0.0
15.018,Windows,165.4,31.8,1216.2421875,4749.3046875,818.1640625,0.0093135833740234,42.13513660430908,NaN,0.0
16.019,Windows,215.4,42.5,1216.81640625,4724.93359375,818.1640625,0.0123844146728515,0.7355537414550781,NaN,0.0
17.02,Windows,188.8,30.3,1220.34375,4728.65625,818.1640625,0.013747215270996,18.59089183807373,58.11,17.208
18.022,Windows,202.8,43.1,1244.4921875,4755.2421875,818.1640625,0.0123758316040039,9.753684997558594,34.35,29.115
19.023,Windows,221.6,36.5,1244.52734375,4758.875,818.0390625,0.0134716033935546,0.142430305480957,25.73,38.872
20.024,Windows,209.1,34.3,1259.3359375,4757.125,818.0390625,0.0139312744140625,5.018592834472656,33.09,30.217
21.025,Windows,153.0,31.9,1268.6015625,4783.9296875,818.0390625,0.007185935974121,0.2270107269287109,45.24,22.104
22.027,Windows,99.8,21.5,1279.16796875,4793.4140625,818.0390625,0.012237548828125,0.0665826797485351,1.35,741.284
23.028,Windows,115.4,19.3,1279.30859375,4801.36328125,818.0390625,0.0134468078613281,0.0364570617675781,45.23,22.109
24.03,Windows,115.5,24.3,1279.3125,4783.3984375,818.0390625,0.0134468078613281,0.0364570617675781,57.01,17.54
25.031,Windows,120.2,19.4,1279.3671875,4782.4609375,818.0390625,0.0141553878784179,0.0208845138549804,46.5,21.505
26.033,Windows,95.1,37.0,1275.52734375,4812.75390625,818.0390625,0.0391149520874023,2.707002639770508,10.4,96.166
27.035,Windows,56.2,14.9,1275.52734375,4815.43359375,818.0390625,0.0134468078613281,0.0208320617675781,39.09,25.581
28.038,Windows,79.4,69.5,1275.3203125,4944.59375,817.2890625,0.0134468078613281,0.0364570617675781,42.83,23.348
29.04,Windows,106.1,54.4,1275.11328125,5040.5,813.7890625,0.0134468078613281,0.0208320617675781,41.74,23.959
30.041,Windows,104.5,54.3,1271.4375,5088.34765625,813.7890625,0.0134468078613281,0.0364570617675781,48.43,20.648
31.043,Windows,120.1,48.5,1262.94921875,5140.99609375,813.7890625,0.0136709213256835,0.036543846130371,44.11,22.673
32.044,Windows,126.4,57.9,1262.953125,5112.7265625,813.7890625,0.0134468078613281,0.0208320617675781,44.56,22.443
